"Trade flow","Year","Period","Tariff heading","Key","Key - text","Land","Quantity (kg)","Value (CHF)"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","35'552","2'094'189'027"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","USA","30'920","1'809'929'070"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","USA","1'251","48'571'386"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","17","953'245"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","6'430","386'763'131"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","22'662","1'326'492'199"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","United Kingdom","914","29'407'197"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Turkey","32","322'973"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Turkey","11","656'396"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Thailand","993","57'411'151"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Thailand","1'490","89'932'157"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Thailand","104","5'967'913"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","3'136","112'414'059"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Tajikistan","3'740","211'795'249"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Taiwan","75","4'454'451"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","257","8'932'043"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Sweden","87","5'063'056"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Sweden","15","669'676"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","5'036","280'229'106"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","295","7'552'544"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Spain","16","883'235"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Spain","178","7'687'725"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","13'288","783'433'047"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","2'884","168'856'987"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","44","2'600'730"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","3","177'728"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Singapore","218","11'418'386"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","2'629","136'200'676"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Senegal","4","212'592"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","2'577","106'579'742"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","2'943","185'677'357"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Russia","430","24'798'419"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Romania","5","208'421"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Romania","140","5'279'770"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","2'291","79'409'855"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Philippines","246","14'792'374"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Philippines","37","2'118'371"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","49'426","551'845'603"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","1'052","61'322'100"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Panama","77","3'257'537"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Panama","167","6'715'810"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","406","24'078'017"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nigeria","831","45'481'762"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","5'652","56'219'223"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Nicaragua","10","595'967"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Nicaragua","93","1'187'245"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Netherlands","8","444'263"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","101","3'921'234"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","3'424","172'789'050"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","6'041","124'343'796"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Mexico","478","27'127'075"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Mexico","895","26'966'234"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mauritania","2'004","110'264'951"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","4'814","250'566'271"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Malaysia","24","1'354'205"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Malaysia","29","1'703'197"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Malaysia","143","7'671'018"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Luxembourg","0","14'782"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Luxembourg","41","2'365'329"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Luxembourg","30","1'268'979"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","2'576","140'993'961"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","266","15'625'805"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Lebanon","60","3'172'783"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Laos","1'568","13'219'568"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Kyrgyzstan","12","689'094"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","708","41'673'834"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","33","1'472'661"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Kazakhstan","38","2'131'265"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","2'100","123'472'854"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Japan","25","1'429'233"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Italy","47","2'012'517"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","405","23'844'359"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Italy","1'929","112'998'724"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Italy","1'915","84'263'824"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Ireland","12","745'252"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Indonesia","222","13'063'692"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Indonesia","60","3'497'342"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","9'160","544'022'380"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","303","18'335'322"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","1'752","90'093'952"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Greece","4","235'377"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","16'130","822'155'558"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","2'862","168'079'324"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Germany","378","22'709'428"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Germany","6'161","213'431'301"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","653","20'233'877"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","713","41'360'295"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","France","7","401'013"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","France","1'239","42'242'206"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","1'961","101'713'549"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","1'362","81'123'945"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Finland","137","4'894'674"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Estonia","8","468'025"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Estonia","3","125'166"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","23'577","1'384'738'309"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","1'345","53'079'836"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","16'647","263'356'619"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Denmark","100","4'307'849"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","7'898","327'386'995"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Czechia","1","43'355"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Czechia","16","609'317"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","687","36'369'690"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","China","108","6'277'628"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","27'642","198'194'207"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","10'704","412'587'986"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","2'306","135'768'822"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Canada","879","50'817'200"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","15'362","754'838'829"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","3'050","144'361'817"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Brazil","375","22'554'197"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Brazil","125","7'103'245"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Belgium","126","6'169'888"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","828","47'489'764"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","1'221","72'403'331"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Belgium","247","11'075'712"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","2'794","47'916'774"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Austria","11","604'780"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Austria","15","670'149"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","14'354","54'230'265"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","8'883","525'219'029"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Australia","1'673","96'138'404"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","Australia","4'393","15'458'080"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","38'922","241'306'957"
"IMP","2022","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","264'609","6'298'974'377"
"IMP","2022","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","119'210","7'037'343'040"
"IMP","2022","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","_ALL","64'469","3'771'274'014"
"IMP","2022","_02_quarter","7108.1200","914","less than 99.5% of gold","_ALL","18'446","533'807'652"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","USA","12'302","513'612'737"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","USA","5'032","261'336'626"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","USA","28'714","1'509'018'501"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","USA","32","953'060"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Uruguay","42","2'212'014"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","United Kingdom","17'626","940'886'913"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","United Kingdom","31'265","1'670'951'496"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","United Kingdom","364","11'472'383"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Ukraine","87","4'727'862"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Ukraine","80","2'630'435"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Turkey","653","35'868'152"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Turkey","91","2'975'443"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Thailand","152","7'755'784"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Thailand","3'472","189'008'249"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Thailand","1'311","71'430'466"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Tanzania","4'052","149'105'238"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Tajikistan","3'231","167'482'848"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Taiwan","27","1'432'582"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Taiwan","20","1'064'540"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Sweden","162","8'576'491"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Sweden","0","29'091"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Sweden","2","116'510"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Sweden","2","46'779"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Suriname","4'558","233'363'916"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Spain","374","9'928'007"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Spain","166","8'955'169"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Spain","173","6'551'676"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","South Africa","770","41'649'251"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","South Africa","0","16'614"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","South Africa","18'490","991'547'432"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Singapore","114","6'157'769"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Singapore","531","28'462'394"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Singapore","276","13'269'251"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Senegal","2'945","143'031'355"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Saudi Arabia","1'106","41'364'689"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Saudi Arabia","2","106'429"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Russia","112","6'336'182"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Russia","2'357","122'414'590"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Russia","408","21'613'850"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Romania","8","263'837"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Romania","140","4'278'050"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Philippines","3'457","113'694'781"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Peru","41'333","422'475'881"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Peru","829","42'662'166"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Panama","100","3'949'119"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Panama","93","3'382'069"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Norway","100","5'517'353"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Norway","330","17'441'696"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Nicaragua","5'518","51'097'086"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","New Zealand","13","728'799"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Morocco","87","3'567'651"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Morocco","26","774'149"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mongolia","6'174","295'878'394"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mexico","10'544","162'899'953"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Mexico","392","10'268'996"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Mali","5'017","250'848'441"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Malaysia","20","1'022'043"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Malaysia","301","15'920'460"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Luxembourg","20","1'041'841"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Luxembourg","395","20'809'500"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Luxembourg","32","1'286'008"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Liberia","1'294","64'199'790"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Lebanon","42","2'344'511"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Lebanon","1'634","87'607'569"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Lebanon","803","39'351'698"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Laos","6'285","47'741'133"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Kyrgyzstan","20'563","1'100'327'800"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Korea (South)","76","3'968'272"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Kenya","23","992'738"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Japan","3'775","204'217'302"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Italy","499","25'200'658"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Italy","14'804","799'016'428"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Italy","1'702","68'611'000"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Ireland","12","622'466"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Indonesia","695","36'198'012"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Indonesia","1'626","86'912'770"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Indonesia","2'764","146'709'227"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Hong Kong","78","4'042'435"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Hong Kong","11'500","638'878'906"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Hong Kong","356","20'540'739"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Hong Kong","534","4'512'412"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guyana","127","6'488'884"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guinea","721","31'984'915"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Guiana, French","10","558'516"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ghana","11'638","544'999'080"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Germany","5'068","202'462'237"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Germany","757","40'093'796"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Germany","1'934","35'879'988"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Georgia","451","13'668'651"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","France","0","1'019"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","France","4'616","251'560'492"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","France","880","25'271'029"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Finland","1'875","93'397'192"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Finland","1'322","70'671'110"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Estonia","0","13'649"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Estonia","11","375'097"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Emirates, Arab","59'006","3'199'209'659"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Emirates, Arab","54","2'917'895"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Ecuador","1'819","69'422'060"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Ecuador","21","403'561"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Dominican Rep.","22'077","279'853'504"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Côte d'Ivoire","6'340","196'857'879"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Czechia","4","223'707"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Czechia","12","391'582"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Colombia","728","35'243'892"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","China","0","12"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Chile","24'870","159'487'618"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Chile","302","16'214'641"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Canada","11'412","408'510'668"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Canada","1'220","64'830'356"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Canada","5'020","278'479'016"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Burkina Faso","16'929","773'829'419"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Brazil","5'668","255'550'827"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belgium","312","16'654'213"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Belgium","300","16'277'698"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Belgium","124","4'703'734"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Belarus","18","949'006"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Azerbaijan","2'577","60'184'128"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Austria","248","7'941'129"
"IMP","2021","_02_quarter","7108.1200","913","at least 99.5% of gold, for other uses","Austria","67","3'787'899"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Australia","8'903","57'732'319"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","Australia","3'665","203'619'094"
"IMP","2021","_02_quarter","7108.1200","914","less than 99.5% of gold","Australia","0","8'913"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","Argentina","40'181","261'532'770"
"IMP","2021","_02_quarter","7108.1200","911","mined gold (according to the ""Explanatory notes"")","_ALL","263'606","5'869'474'269"
"IMP","2021","_02_quarter","7108.1200","912","at least 99.5% of gold, for refining or other processing","_ALL","128'107","6'839'661'423"
